wordform,lemma,pos_tag
Seife,Seife,NOUN
vergessen,vergessen,VERB
traf,treffen,VERB
hob,heben,VERB
setzte,setzen,VERB
Wipfel,Wipfel,NOUN
eines,ein,DET
Weidenbaumes,Weidenbaum,NOUN
stark,stark,ADJ
Felsen,Felsen,NOUN
Rand,Rand,NOUN
Platzes,Platz,NOUN
saßen,sitzen,VERB
hielt,halten,VERB
weil,weil,SCONJ
seine,sein,DET
Muskeln,Muskel,NOUN
blieb,bleiben,VERB
festhielt,festhalten,VERB
riß,reißen,VERB
ḳamṣa,ḳamṣa,PROPN
Anfang,Anfang,NOUN
Frau,Frau,NOUN
heraufgestiegen,heraufsteigen,VERB
sah,sehen,VERB
Nachricht,Nachricht,NOUN
leute,leute,NOUN
wurde,werden,AUX
gesund,gesund,ADJ
lebte,leben,VERB
leichte,leicht,ADJ
herabzukommen,herabkokmen,VERB
herabkamen,herabkammen,VERB
Jahr,Jahr,NOUN
gesellig,gesellig,ADJ
Barhūme,Barhūme,PROPN
Regen,Regen,NOUN
zuerst,zuerst,ADV
regnete,regnen,VERB
stärker,stark,ADJ
halben,halb,NOUN
Uhr,Uhr,NOUN
zerstörte,zerstört,VERB
aufgehört,aufgehören|aufgehören,VERB
nachließ,nachlassen,VERB
platz,platz,NOUN
voller,voll,ADJ
Sand,Sand,NOUN
Ṭanžar,Ṭanžar,PROPN
eingedrungen,eindringen,VERB
Schreinerei,Schreinerei,NOUN
Restaurant,Restaurant,NOUN
teilweise,teilweise,ADV
auszuräunjen,ausräunjen,ADJ
sauberzumachen,sauberzamhen,VERB
eilten,eilen,VERB
dorthin,dorthin,ADV
geschädigten,geschädigt,ADJ
Pumpe,Pumpe,NOUN
pumpten,pumpen,VERB
draußen,draußen,ADV
hinab,hinab,ADV
Rechten,Recht|Rechte,NOUN
Schaden,Schaden,NOUN
angerichtet,anrichten,VERB
Felder,Feld,NOUN
alle,alle,DET
zusammen,zusammen,ADV
Schlamm,Schlamm,NOUN
überzogen,überziehen,ADJ
wollte,wollen,AUX
Weinberg,Weinberg,NOUN
anpflanzen,anlanzflinzen,VERB
nahm,nehmen,VERB
Ḥalabō,Ḥalabō,PROPN
Yḥanne,Yḥanne,PROPN
Ṭabīb,Ṭabīb,PROPN
grub,greuben,VERB
Setzlöcher,Setzloch,NOUN
schlug,schlagen,VERB
Spaten,Spate,NOUN
arbeitete,arbeiten,VERB
Pickel,Pickel,NOUN
Hacke,Hacke,NOUN
schöne,schön,ADJ
Stimme,Stimme,NOUN
sagst,sagen,VERB
Seine,sein,DET
paßte,paßen,VERB
Setzloch,Setzloch,NOUN
Entweder,entweder,CCONJ
singst,singen,VERB
Lied,Lied,NOUN
Herr,Herr,NOUN
Heerscharen,Heerschar,NOUN
schlage,schlagen,VERB
töte,töten,VERB
schnappte,schnappen,VERB
Angst,Angst,NOUN
Luft,Luft,NOUN
Augen,Auge,NOUN
flatterten,flattern,VERB
hab,haben,VERB
Er,er,PRON
schlägt,schlagen,VERB
nicht.,nicht,PART
Weil,weil,SCONJ
lachen,lachen,VERB
Lage,Lage,NOUN
rannte,rannen,VERB
sprang,springen,VERB
Da,da,ADV
sing,sein,NOUN
singe,singen,VERB
Vierzeiler,Vierzeiler,NOUN
drohend,drohend,ADJ
ganzen,ganz,ADJ
sang,singen,VERB
wohnten,wohnen,VERB
nebeneinander,nebeneinander,ADV
Viertel,Viertel,NOUN
Wir,wir,PRON
hatten,haben,VERB
Nachbarin,Nachbarin,NOUN
entbunden,entbinden,VERB
geboren,gebären,VERB
kümmern,kümmern,VERB
Schwiegermutter,Schwiegermutter,NOUN
meiner,ich,PRON
deine,dern,PRON
Meinung,Meinung,NOUN
Jungen,Junge,NOUN
verheiraten,verheiraten,VERB
Beirut,Beirut,PROPN
meinst,meinen,VERB
herum,herum,ADV
wohnen,wohnen,VERB
kennst,kennen,VERB
verheiratest,verheiratest,ADJ
stimmt,stimmen,VERB
einverstanden,einverstanden,ADJ
unbedingt,unbedingt,ADV
Kaffee,Kaffee,NOUN
zuzubereiten,zuberereiten,VERB
zubereitete,zubereiten,VERB
reichte,reichen,VERB
Tasse,Tasse,NOUN
meines,mein,DET
jetzigen,jetzig,ADJ
Ehemannes,Ehemann,NOUN
passierte,passieren,VERB
Das,der,DET
Brautpaar,Brautpaar,NOUN
ganzes,ganz,ADJ
Schwiegersohn,Schwiegersohn,NOUN
lieben,lieben,VERB
schüttete,schütten,VERB
ihrem,ihr,DET
ihres,ihr,DET
künftigen,künftig,ADJ
Schwiegersohns,Schwiegersohns,NOUN
jenen,jener,DET
eure,euer,NOUN
Stimmt,stimmen,VERB
Eheschließung,Eheschließung,NOUN
wissen,wissen,VERB
Wie,wie,ADV
Wenn,wenn,SCONJ
unsere,unser,DET
Verlobung,Verlobung,NOUN
unserer,unser,DET
Trauung,Trauung,NOUN
dauerten,dauern,VERB
fünfzehn,fünfzehn,NUM
verlobten,verlieben,VERB
Schmuck,Schmuck,NOUN
anzulegen,anlegen,VERB
legten,legen,VERB
Schwester,Schwester,NOUN
Maxōyel,Maxōyel,PROPN
Mēšiḥ,Mēšiḥ,PROPN
legte,legen,VERB
Bräutigams,Bräutigam,NOUN
Der,der,DET
Diejenige,derjenig,DET
schwarz,schwarz,ADJ
haarig,haarig,ADJ
gesehen,sehen,VERB
fuhren,fahren,VERB
Damaskus,Damaskus,PROPN
Aussteuer,Aussteuer,NOUN
besorgten,besorgen,VERB
richteten,richten,VERB
ließen,lassen,VERB
trauen,trauen,VERB
standen,stehen,VERB
Altar,Altar,NOUN
laß,laß,NOUN
weinte,weinen,VERB
gegangen,gehen,VERB
Gesegnet,gesegnen,VERB
Kleider,Kleider,NOUN
wechseln,wechseln,VERB
Bräutigam,Bräutigam,NOUN
weinen,weinen,VERB
weinst,weinen,VERB
antwortete,antworten,VERB
einige,einige,DET
drehten,drehen,VERB
Reigen,Reigen,NOUN
Tanze,Tanze,NOUN
weinten,weinten,VERB
warum,warum,ADV
weint,weinen,VERB
Niemand,niemand,PRON
wußte,weßen,VERB
ōbəl,ōbəl,PROPN
Milād,Milād,PROPN
Freunde,Freund,NOUN
Hochzeitsgeschenke,Hochzeitsgeschenk,NOUN
reden,reden,VERB
Sprecherin,Sprecherin,NOUN
Hotel,Hotel,NOUN
kehrten,kehren,VERB
gebären,gebären,VERB
klopfte,klopfen,VERB
bitte,bitte,INTJ
Emmlə,Emmlə,PROPN
Šhōde,Šhōde,PROPN
Augenblick,Augenblick,NOUN
mensch,mensch,NOUN
willst,willen,AUX
Zahwe,Zahwe,PROPN
Steh,stehen,VERB
Hebamme,Hebamme,NOUN
geschickt,schicken,VERB
sollen,sollen,AUX
tun,tun,VERB
kennen,kennen,VERB
Irgendetwas,irgendetwas,PRON
Setz,Setz,NOUN
platzte,platzen,VERB
Fruchtblase,Fruchtblase,NOUN
setz,setz,NOUN
Matratze,Matratze,NOUN
sahen,sehen,VERB
Vorschein,Vorschein,NOUN
ruhig,ruhig,ADJ
entbanden,entbinden,VERB
gib,geben,VERB
Schere,Schere,NOUN
Sie,sie,PRON
gebt,geben,VERB
Faden,fade,NOUN
welchen,welcher,DET
schnitt,schneiden,VERB
Knaben,Knabe,NOUN
Nabelschnur,Nabelschnur,NOUN
erhitzten,erhitzt,VERB
badeten,baden,VERB
brachten,bringen,VERB
Windeln,Windel,NOUN
Wickeltuch,Wickeltuch,NOUN
zogen,ziehen,VERB
taten,taten,VERB
siedeten,sieden,VERB
keimfrei,keimfrei,ADJ
auskühlen,auskühlen,VERB
Myrte,Myrte,PROPN
vorbereitet,vorbereiten,VERB
Blättern,Blatt|Blättern,NOUN
zerstößt,zerstößen,VERB
pulverisiert,pulverisieren,VERB
Antimon,Antimon,NOUN
reiben,reiben,VERB
eingeölte,eingeölt,ADJ
Haut,Haut,NOUN
baden,baden,VERB
sauberem,sauber,ADJ
färben,färben,VERB
bestreuen,bestreuen,VERB
Puder,Puder,NOUN
ziehen,ziehen,VERB
sauberen,sauber,ADJ
bestreichen,bestreichen,VERB
Wangen,Wange,NOUN
innen,innen,ADV
seinem,sein,DET
Mund,Mund,NOUN
heben,heben,VERB
Gaumenzäpfchen,Gaumenzäpfchen,NOUN
Brüsten,Brüste,NOUN
säugen,säugen,VERB
trinkt,trenken,VERB
Tieren,Tier,NOUN
blau,blau,ADJ
blütenfarben,blütenfarb,ADJ
bunt,bunt,ADJ
kurz,kurz,ADJ
Weiß,Weiß,ADJ
denen,der,DET
früherer,früh,ADJ
beschafft,beschaffen,VERB
erhitzen,erhitzen,VERB
Feuchtigkeit,Feuchtigkeit,NOUN
herausgeht,herausgehen,VERB
verteilen,verteilen,VERB
Windel,Windel,NOUN
Wange,Wange,NOUN
kalt,kalt,ADJ
verbrennen,verbrennen,VERB
wickeln,wickeln,VERB
Füße,Fuß,NOUN
Hände,Hand,NOUN
Monate,Monat,NOUN
durchzuführende,durchzuführend,ADJ
Tätigkeit,Tätigkeit,NOUN
vornehmen,vornehmen,VERB
Monaten,Monat,NOUN
Brühe,Brühe,NOUN
gekochtem,kochtem,ADJ
salzen,salzen,VERB
salzhaltiges,salzhaltig,ADJ
gewöhnen,gewöhnen,VERB
milch,milch,NOUN
bekommt,bekommen,VERB
gekochtes,gekocht,ADJ
Getreide,Getreide,NOUN
gekochten,gekocht,VERB
Milchgerichten,Milchgericht,NOUN
Art,Art,NOUN
gießen,gehen,VERB
Gerichten,Gericht,NOUN
füttern,füttern,VERB
gebiert,gebären,VERB
niedergekommen,niederkommen,VERB
Verwandten,Verwandte|Verwandter,NOUN
beglückwünschen,beglückwünschen,VERB
Geschenke,Geschenk,NOUN
Strampel,Strampel,NOUN
anzüge,anzug,NOUN
Gold,Gold,NOUN
schmuck,schmuck,NOUN
Brauch,Brauch,NOUN
Gewürze,Gewürz,NOUN
Ingwer,Ingwer,NOUN
Zimt,Zimt,NOUN
Muskatnuß,Muskatnuß,NOUN
Nelken,Nelke,NOUN
Nüsse,Nuß,NOUN
Heißgetränk,Heißgetränk,NOUN
Tassen,Tasse,NOUN
gießt,geeßen,VERB
verziert,verzieren,VERB
bewirtet,bewirten,VERB
Gäste,Gast,NOUN
bietet,bieten,VERB
Und,und,CCONJ
Schokolade,Schokolade,NOUN
Häuser,Haus,NOUN
Verwandte,Verwandte|Verwandter,NOUN
gratulieren,gratulieren,VERB
heißen,heißen,VERB
Wasserpfeife,Wasserpfeife,NOUN
sprechen,sprechen,VERB
Teile,Teil,NOUN
zusammengesetzt,zusammensetzen,VERB
Glas,Glas,NOUN
gefäß,gefäß,NOUN
speziell,speziell,ADJ
enthält,enthalten,VERB
Herzstück,Herzstück,NOUN
Rohr,Rohr,NOUN
direkt,direkt,ADJ
fuhrt,fuhren,VERB
geradewegs,geradewegs,ADV
Tablett,Tablett,NOUN
aufnimmt,aufnehmen,VERB
Glut,Glut,NOUN
herunterfällt,herunterfallen,VERB
Tabak,Tabak,NOUN
tuxxōna,tuxxōna,PROPN
genannt,nennen,VERB
Mischung,Mischung,NOUN
selbst,selbst,ADV
herstellen,herstellen,VERB
mtappas,mtappas,PROPN
heißt,heißen,VERB
Schlauch,Schlauch,NOUN
ungefähr,ungefähr,ADV
eineinviertel,eineinviertel,ADJ
eineinhalb,eineinhalb,NUM
Rauchen,Rauchen,NOUN
dient,dienen,VERB
rauchen,rauchen,VERB
kann,können,AUX
genau,genau,ADJ
Zigarettenspitze,Zigarettenspitze,NOUN
manchen,mancher,DET
mischen,mischen,VERB
wildem,wild,ADJ
Thymian,Thymian,NOUN
wächst,wachsen,VERB
alleine,alleine,ADV
niemand,niemand,PRON
sät,sein,VERB
hinzufligen,hinfligen,VERB
Orangenschalen,Orangenschale,NOUN
Äpfeln,Äpfel,NOUN
Rosen,Rose,NOUN
blätter,blatt,ADJ
notwendig,notwendig,ADJ
zusammenmischen,zusammenmischen,VERB
ergibt,ergeben,VERB
guten,gut,ADJ
Geschmack,Geschmack,NOUN
zusammensetzen,zusammensetzen,VERB
getan,tun,VERB
Spieß,Spieß,NOUN
stechen,stechen,VERB
Öffnung,Öffnung,NOUN
eindringt,eindringen,VERB
Rauch,Rauch,NOUN
gereinigt,neinigen,VERB
Oberfläche,Oberfläche,NOUN
Wassers,Wasser,NOUN
direkte,direkt,ADJ
Verbindung,Verbindung,NOUN
herabkommt,herabkommen,VERB
Gefährten,Gefährt|Gefährte,NOUN
Zug,Zug,NOUN
anbieten,anbieten,VERB
möchte,mögen,AUX
beisammensitzen,beisammensitzen,VERB
gemeinsam,gemeinsam,ADJ
biegt,biegen,VERB
Schlaufe,Schlauf,NOUN
eigene,eigen,ADJ
Brust,Brust,NOUN
Freund,Freund,NOUN
sanft,sanft,ADJ
dEm,dEm,X
raucht,rauchen,VERB
Züge,Zug,NOUN
denjenigen,derjenige,DET
gegeben,geben,VERB
Pflichten,Pflicht,NOUN
Regeln,Regel|Regeln,NOUN
nämlich,nämlich,ADV
biegen,biegen,VERB
gebogen,biegen,ADJ
anwesende,anwesend,ADJ
Person,Person,NOUN
vorausgesetzt,voraussetzen,VERB
anwesend,anwesend,ADJ
sondern,sondern,CCONJ
Zigarette,Zigarette,NOUN
herauszieht,herausziehen,VERB
anzündet,anzünden,VERB
befindet,befinden,VERB
ungebührliche,ungebührlich,ADJ
betrachtet,betrachten,VERB
Zusammensitzen,Zusammensitze,NOUN
zusätzlich,zusätzlich,ADJ
Teilen,Teil|Teilen,NOUN
allen,alle,DET
aufgezählt,aufzählen,VERB
Feuerzange,Feuerzange,NOUN
ergreift,ergreifen,VERB
bewegt,bewegen,VERB
plaziert,plazieren,VERB
ausgehen,ausgehen,VERB
neues,neu,NOUN
glühende,glühend,ADJ
Kohle,Kohle,NOUN
mischung,mischung,NOUN
Beispiel,Beispiel,NOUN
sitzt,sitzen,VERB
überdachten,überdacht,ADJ
Gasse,Gasse,NOUN
schnell,schnell,ADJ
verbrennt,verbrennen,VERB
ṭarbūša,ṭarbūša,PROPN
umgibt,umgeben,VERB
Ost,Ost,NOUN
ruht,ruhen,VERB
spielt,spielen,VERB
argīlča,argīlča,PROPN
seit,seit,ADP
langer,lang,ADJ
vorhanden,vorhanden,ADJ
Ausdruck,Ausdruck,NOUN
nofəšṯa,nofəšṯa,PROPN
wahrscheinlich,wahrscheinlich,ADJ
gewissen,gewiß,ADJ
Grad,Grad,NOUN
einleuchtend,einleuchtend,ADJ
richtiger,richtig,ADJ
sagt,sagen,VERB
Wohin,wohin,ADV
tust,tust,NOUN
hingehst,hingehsen,VERB
Bohnen,Bohne,NOUN
roh,roh,ADJ
grün,grün,ADJ
Feuerbecken,Feuerbecken,NOUN
Rechtecks,Rechteck,NOUN
wichtig,wichtig,ADJ
entzündet,entzünden,VERB
entstanden,entstehen,VERB
Röstlöffel,Röstlöffel,NOUN
sieht,sehen,VERB
großer,groß,ADJ
Löffel,Löffel,NOUN
un,un,X
dickem,dickem,ADJ
Eisen,Eisen,NOUN
em,em,X
umrührt,umrühren,VERB
rührt,rühren,VERB
geröstet,rösten,VERB
Blatt,Blatt,NOUN
Papier,Papier,NOUN
auskühlt,auskühlen,VERB
ausgekühlt,auskühlen,ADJ
süßen,süßen,VERB
bitteren,bitter,VERB
Mörser,Mörser,NOUN
fem,fem,X
Kochtöpfe,Kochtopf,NOUN
klein,klein,ADJ
groß,groß,ADJ
vieviel,vieviel,ADV
entsprechenden,entsprechend,ADJ
Kochtopf,Kochtopf,NOUN
füllt,füllen,VERB
breit,breit,ADJ
niedrig,niedrig,ADJ
Henkel,Henkel,NOUN
gleich,gleich,ADV
faßt,fassen,VERB
fehlen,fehlen,VERB
aufgekocht,aufkochen,VERB
Kochstelle,Kochstelle,NOUN
setzt,setzen,VERB
Minuten,Minute,NOUN
kredenzt,kredenzen,VERB
Gästen,Gast,NOUN
Stößel,Stößel,NOUN
Kaffe,Kaffe,NOUN
sei,sein,AUX
zerstoßen,zerstoßen,VERB
Kaffeekannen,Kaffeekannen,NOUN
kleiner,klein,ADJ
Kaffeekanne,Kaffeekanne,NOUN
diejenige,derjenig,DET
Kardamon,Kardamon,NOUN
nächste,nah,ADJ
Satz,Satz,NOUN
nochmals,nochmals,ADV
pulver,pulver,NOUN
ausschenkt,ausschenken,VERB
Griff,Griff,NOUN
links,links,ADV
Ausgußschnabel,Ausgußschnabel,NOUN
linken,link,VERB
Seite,Seite,NOUN
greifen,greifen,VERB
einschenken,einschenken,VERB
gesagt,sagen,VERB
bestimmt,bestimmen,VERB
keinen,kein,DET
schmal,schmal,ADJ
größer,groß,ADJ
bester,gut,ADJ
schenkt,schenken,VERB
jemandem,jemand,PRON
ausgetrunken,austrinken,VERB
Kaffeetasse,Kaffeetasse,NOUN
schüttelt,schütteln,VERB
hört,hören,VERB
einzuschenken,einschenken,VERB
allem,alle,DET
besonderen,besonder,NOUN
Anlässen,Anlaß,NOUN
Festen,Fest,NOUN
Neujahrsfest,Neujahrsfest,NOUN
Osterfest,Osterfest,NOUN
irgendein,irgendein,DET
Anlaß,Anlaß,NOUN
Todesfall,Todesfall,NOUN
irgend,irgend,ADV
Schwarzen,Schwarze,NOUN
aufgestanden,aufstehen,VERB
gewöhnlich,gewöhnlich,ADJ
Steht,stehen,VERB
Hannūne,Hannūne,PROPN
Barkīla,Barkīla,PROPN
neunzehnhundertfünfzehn,neunzehnhundertfünfzehn,NUM
Trinken,Trinken,NOUN
Mate,Mate,PROPN
Amerika,Amerika,PROPN
begrüßten,begrüßen,VERB
neunzehnhundertzweiunddreißig,neunzehnhundertzweiunddreißig,NUM
trinken,trinken,VERB
verwenden,verwenden,VERB
Dörfern,Dorf,NOUN
Amerikas,Amerika,PROPN
tranken,trenken,VERB
getrunken,trinken,VERB
blieben,bleiben,VERB
neunzehnhundertfünfzig,neunzehnhundertfünfzig,ADJ
Syrien,Syrien,PROPN
Ausland,Ausland,NOUN
unseren,unser,DET
Orten,Ort|Orten,NOUN
Qaldūn,Qaldūn,PROPN
Ǧubbʕadīn,Ǧubbʕadīn,PROPN
Rückkehrern,Rückkehrer,NOUN
gezwungen,zwingen,VERB
vorzusetzen,vorsetzen,VERB
damals,damals,ADV
neunzehnhundert,neunzehnhundert,ADJ
fünfzig,fünfzig,NUM
spreche,sprechen,VERB
aufstehe,aufstehen,VERB
esse,esse,NOUN
Bissen,Bisse,NOUN
trinke,trinken,VERB
mache,machen,VERB
Arbeit,Arbeit,NOUN
fünfunddreißig,fünfunddreißig,NUM
siebenunddreißig,siebenunddreißig,NUM
Gaskocher,Gaskocher,NOUN
Teetopf,Teetopf,NOUN
Gläser,Gläser,NOUN
Tee,Tee,NOUN
Saugstäbchen,Saugstäbchen,NOUN
Dose,Dose,NOUN
lauwarm,lauwarm,ADJ
Hälfte,Hälfte,NOUN
schütten,schüten,VERB
warmes,warm,ADJ
einweicht,einweichen,VERB
heiß,heiß,ADJ
siedet,sieden,VERB
gemütlich,gemütlich,ADJ
verbraucht,verbrauchen,VERB
neuen,neu,ADJ
beschäftigen,beschäftigen,VERB
darübergießen,darübergießen,VERB
Zubereitung,Zubereitung,NOUN
gemischt,rischen,VERB
mag,mögen,NOUN
Male,Mal,NOUN
hineingebe,hineingebe,VERB
gebe,geben,VERB
Medikament,Medikament,NOUN
persönlich,persönlich,ADJ
Schlürfer,Schlürfer,PROPN
süß,süß,ADJ
hervorragend,hervorragend,ADJ
Dörfer,Dorf,NOUN
verschiedenen,verschieden,ADJ
Sorten,Sorte,NOUN
wählt,wählen,VERB
Sorte,Sorte,NOUN
ausgewählt,auswählen,VERB
deren,der,DET
Verpakkung,Verpakkung,NOUN
Landkarte,Landkart,NOUN
gern,gern,ADV
probiert,probieren,VERB
besser,gut,ADJ
Tabaks,Tabak,NOUN
sorte,Sort,NOUN
abgepackt,abpacken,VERB
Gegend,Gegend,NOUN
Fabriken,Fabrik,NOUN
verpacken,verpacken,VERB
Läden,Laden,NOUN
Inhaber,Inhaber,NOUN
herbringen,herbringen,VERB
pro,pro,ADP
Paket,Paket,NOUN
Inhalt,Inhalt,NOUN
vierteL,viert,NOUN
besorgen,besorgen,VERB
bekommen,bekommen,VERB
halbes,halb,NOUN
Vorrat,Vorrat,NOUN
wußten,wissen,VERB
verwendeten,verwenden,VERB
breitete,breiten,VERB
allmählich,allmählich,ADJ
Umgebung,Umgebung,NOUN
verbreitete,verbreiten,VERB
verbreitet,verbreiten,ADJ
morgens,morgens,ADV
Schlaf,Schlaf,NOUN
erwachten,erwachen,VERB
kämmte,kämmen,VERB
Haare,Haar,NOUN
frühstückten,frühstücken,VERB
spielten,spielen,VERB
Straße,Straße,NOUN
Freudinnen,Freudin,NOUN
Schulzeit,Schulzeit,NOUN
Schule,Schule,NOUN
Mittag,Mittag,NOUN
schrieben,schreiben,VERB
Hausaufgaben,Hausaufgabe,NOUN
Freundinnen,Freundin,NOUN
Onkel,Onkel,NOUN
hinaufzukommen,hinaufkokmen,VERB
landwirtschaftliche,landwirtschaftlich,ADJ
Anwesen,Anwesen,NOUN
Kartoffeln,Kartoffel,NOUN
helfen,helfen,VERB
verstanden,verstehen,VERB
solchen,solcher,DET
Dingen,Ding,NOUN
arbeiten,arbeiten,VERB
daher,daher,ADV
spielen,spielen,VERB
halfen,helfen,VERB
Säen,Säe,NOUN
unterweisen,unterweisen,VERB
schnupperten,schnuppern,VERB
Festtagen,Festtage,NOUN
Bruder,Bruder,NOUN
krank,krank,ADJ
gewesen,sein,AUX
Krankenhaus,Krankenhaus,NOUN
fuhr,fahren,VERB
heraufkommen,heraufkommen,VERB
übernachteten,übernachten,VERB
beruhigen,beruhigen,VERB
Schnees,Schnee,NOUN
anschauen,anschauen,VERB
umher,umher,ADV
Kriegsmuseum,Kriegsmuseum,NOUN
ʕAdm,ʕAdm,PROPN
Palast,Palast,NOUN
Kino,Kino,NOUN
Glasmanufaktur,Glasmanufaktur,NOUN
schauten,schauten,VERB
Stadt,Stadt,NOUN
luft,luft,NOUN
christlichen,christlich,ADJ
Pfingstfest,Pfingstfest,NOUN
feiern,feiern,VERB
hängen,hängen,VERB
Schaukeln,Schaukel|Schaukeln,NOUN
Hochzeiten,Hochzeit,NOUN
Spiel,Spiel,NOUN
Kinder,Kind,NOUN
Spiele,Spiel,NOUN
bewarfen,bewarfen,VERB
Schaukel,Schaukel,NOUN
Seil,Seil,NOUN
hängte,hängen,VERB
Decke,Decke,NOUN
Teppich,Teppich,NOUN
Sitzpolster,Sitzpolster,NOUN
anstießen,anstießen,VERB
dessen,der,DET
Žubaylō,Žubaylō,PROPN
Kirschen,Kirsch,NOUN
bäume,baum,NOUN
Kirschbäume,Kirschbaum,NOUN
bewachen,bewachen,VERB
Hier,hier,ADV
Ōfṯa,Ōfṯa,PROPN
Bau,Bau,NOUN
Gleich,gleich,ADV
werde,werden,AUX
zeigen,zeigen,VERB
Eier,Ei,NOUN
Hörner,Horn,NOUN
aß,aß,ADV
kroch,kroch,NOUN
Ōbəl,Ōbəl,PROPN
Wehbe,Wehbe,PROPN
Kleinbus,Kleinbus,NOUN
ausscherte,ausscheren,VERB
stiegen,steigen,VERB
ṯnīṯa,ṯnīṯa,PROPN
erreichten,erreichen,VERB
sammle,sammen,VERB
paar,paar,ADJ
Pfennige,Pfennige,NOUN
Qirš,Qirš,PROPN
gemeint,meinen,VERB
Fahrgeld,Fahrgeld,NOUN
Fahrgästen,Fahrgast,NOUN
Stückchen,Stückchen,NOUN
vorangekommen,vorankommen,VERB
kaum,kaum,ADV
Straßenrand,Straßenrand,NOUN
einsteigen,einsteigen,VERB
Fahrer,Fahrer,NOUN
Zeichen,Zeichen,NOUN
stieg,steigen,VERB
eingestiegen,einsteigen,VERB
rückte,rücken,VERB
gefahren,fahren,VERB
glatt,glatt,ADJ
Halt,Halt,NOUN
anhalten,anhalten,VERB
letztes,letzt,ADJ
beendet,beenden,VERB
fingen,fangen,VERB
rechts,rechts,ADV
schlittern,schlittern,VERB
brüllten,brüllen,VERB
schrien,schrien,VERB
schließlich,schließlich,ADV
Reifen,Reifen,NOUN
gelangte,gelangen,VERB
Bus,Bus,NOUN
überschlug,überschlagen,VERB
stürzte,stürzen,VERB
liegen,liegen,VERB
hergingen,hergingen,VERB
aussteigen,aussteigen,VERB
wollten,wollen,AUX
traten,treten,VERB
gegen,gegen,ADP
Frontscheibe,Frontscheibe,NOUN
zerbrach,zerbrechen,VERB
bestand,bestehen,VERB
Plexiglas,Plexiglas,PROPN
öffnen,öffnen,VERB
Busfahrer,Busfahrer,NOUN
Sitz,Sitz,NOUN
Kette,Kette,NOUN
festgebunden,festhinden,VERB
rüttelten,rütteln,VERB
herausgerissen,herausrißeren,VERB
öffneten,gffnen,VERB
herauszukommen,herauskommen,VERB
untersuchten,untersuchen,VERB
niemandem,niemand,PRON
geschehen,geschehen,VERB
fehlte,fehlen,VERB
Žabra,Žabra,PROPN
Yawse,Yawse,PROPN
siehe,sehen,VERB
Einzelsitz,Einzelsitz,NOUN
Polster,Polster,NOUN
gefallen,fallen|gefallen,VERB
warf,werfen,VERB
herauf,herauf,ADV
seid,sein,AUX
Ist,sein,AUX
passiert,passieren,VERB
bestiegen,besteigen,VERB
Ruḥaybe,Ruḥaybe,PROPN
aufgerichtet,aufrichten,VERB
Wieviel,wieviel,ADV
transportierte,transportieren,VERB
Schüler,Schüler,NOUN
rechtzeitig,rechtzeitig,ADJ
fahren,fahren,VERB
abzuholen,abhelen,VERB
Halb,Halb,NOUN
Dann,dann,ADV
komme,kommen,VERB
Dienst,Dienst,NOUN
Dūma,Dūma,PROPN
Gemüse,Gemüse,NOUN
transportierten,transportieren,VERB
herauffuhren,herauffuhren,VERB
Zeltlager,Zeltlager,NOUN
Palästinenser,Palästinenser,NOUN
Brücke,Brücke,NOUN
bevor,bevor,SCONJ
Autobahn,Autobahn,NOUN
vorher,vorher,ADV
gefüllt,füllen,VERB
asphaltiert,asphaltieren,VERB
Löcher,Loch,NOUN
Kehr,Kehr,PROPN
umfahren,umfahren,VERB
Stelle,Stelle,NOUN
gemerkt,merken,VERB
hineinsinkst,hineinsinkst,ADV
sank,sinken,VERB
Fahrzeug,Fahrzeug,NOUN
drang,drangen,VERB
Motor,Motor,NOUN
Höhe,Höhe,NOUN
achtzig,achtzig,NUM
Zentimentern,Zentimenter,NOUN
kletterten,klettern,VERB
sprangen,sprangen,VERB
mitten,mitten,ADV
ʕēn,ʕēn,PROPN
ət,ət,X
Tīne,Tīne,PROPN
Schneehaufen,Schneehaufen,NOUN
Metern,Meter,NOUN
hoher,hoch,ADJ
Geschwindigkeit,Geschwindigkeit,NOUN
hinüber,hinüber,ADV
fort,fort,ADV
Los,los,PART
fahr,fahren,NOUN
überquert,überqueren,VERB
Gewicht,Gewicht,NOUN
fährt,fahren,VERB
Žuryes,Žuryes,PROPN
Faraḥ,Faraḥ,PROPN
Einbiegung,Einbiegung,NOUN
erreicht,erreichen,VERB
Gas,Gas,NOUN
Wissens,Wissen,NOUN
Stundenkilometern,Stundenkilometer,NOUN
plötzlich,plötzlich,ADJ
trat,treten,VERB
Bremse,Bremse,NOUN
überfahren,überfahren,VERB
rannten,rannen,VERB
eingenickt,eingenicken,VERB
Schatten,Schatten,NOUN
täuschen,täuschen,VERB
drinnen,drinnen,ADV
Zähne,Zahn,NOUN
ausgeschlagen,ausschlagen,VERB
Beulen,Beule,NOUN
Köpfen,Kopfe,NOUN
geholt,holen,VERB
verletzt,verletzen,VERB
verstaucht,verstauchen,VERB
kauften,kaufen,VERB
abgeschnitten,abschneiden,VERB
hingeht,hingehen,VERB
Feld,Feld,NOUN
seines,sein,DET
frißt,freßen,VERB
packen,packen,VERB
schneiden,schneiden,VERB
Eigentümer,Eigentümer,NOUN
anbindet,anbinden,VERB
losreißt,losreißen,VERB
fütterten,füttern,VERB
